Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category
7781645,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,11,Loss,4,35,35,80000,1,1,0,None,0,0,1,4
7781678,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,46,Won,4,7,6,25462,1,1,3,Unknown,0,0.585714,0.242857,3
7781688,Exterior Accessories,Car Accessories,Northwest,Fields Sales,44,Loss,2,9,9,0,1,1,0,Unknown,0,1,0,1
7781695,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,16,Loss,3,37,37,55000,1,1,0,None,0,1,0,4
7781710,Exterior Accessories,Car Accessories,Midwest,Fields Sales,33,Loss,3,21,21,0,1,1,0,Known,0,0.192308,0.807692,1
7781825,Replacement Parts,Car Accessories,Pacific,Fields Sales,48,Won,3,5,1,73166,1,1,4,None,0,0,0.269231,4
7781835,Exterior Accessories,Car Accessories,Pacific,Fields Sales,52,Loss,2,2,2,271,1,1,0,Unknown,1,0,0,1
7781863,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,45,Loss,2,8,8,155014,1,1,0,Unknown,1,0,0,5
7781909,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,23,Loss,4,30,30,25000,1,1,0,Unknown,0.397993,0.602007,0,3
7781938,Replacement Parts,Car Accessories,Midwest,Telesales,6,Won,3,48,48,60000,1,1,3,Unknown,0,0.558824,0.441176,4
7781961,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,53,Loss,3,0,0,138768,1,1,4,Unknown,0,0,1,5
7781983,Towing & Hitches,Car Accessories,Midwest,Fields Sales,40,Won,4,2,2,19800,1,1,0,Unknown,0.652174,0.347826,0,2
7781987,Towing & Hitches,Car Accessories,Midwest,Fields Sales,16,Loss,3,38,38,50000,1,1,0,Unknown,0.50266,0.49734,0,4
7782050,Exterior Accessories,Car Accessories,Northwest,Fields Sales,16,Loss,2,37,37,292,1,1,0,None,1,0,0,1
7782055,Garage & Car Care,Car Accessories,Midwest,Fields Sales,38,Loss,2,16,16,30000,1,1,0,Known,1,0,0,3
7782058,Garage & Car Care,Car Accessories,Midwest,Fields Sales,43,Loss,2,10,10,50000,1,1,0,Known,0,1,0,4
7782145,Towing & Hitches,Car Accessories,Pacific,Other,53,Won,1,0,0,1000,1,1,1,Unknown,0,0,0,1
7782165,Replacement Parts,Car Accessories,Pacific,Reseller,37,Loss,4,17,17,20000,1,1,0,None,0.230769,0.769231,0,2
7782173,Replacement Parts,Car Accessories,Pacific,Other,44,Loss,3,5,5,5000,1,1,0,Unknown,0,1,0,1
7782179,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,16,Loss,5,21,21,387536,1,1,0,None,0.004785,0.995215,0,6
7782184,Exterior Accessories,Car Accessories,Pacific,Telesales,30,Won,6,5,3,2000,1,1,0,None,0.52,0.04,0.1,1
7782185,Towing & Hitches,Car Accessories,Pacific,Fields Sales,19,Loss,3,35,35,150000,1,1,0,None,0.298851,0.701149,0,5
7782195,Garage & Car Care,Car Accessories,Pacific,Reseller,40,Won,8,0,0,31250,1,1,0,None,0,0,0,3
7782202,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,42,Loss,3,12,12,101000,1,1,0,Unknown,0,0.016807,0.983193,5
7782223,Batteries & Accessories,Car Accessories,Pacific,Reseller,35,Loss,3,19,19,50000,1,1,0,None,0,1,0,4
7784748,Exterior Accessories,Car Accessories,Midwest,Reseller,23,Won,2,0,0,16500,1,1,0,Unknown,0,0,0,2
7784758,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,53,Loss,2,0,0,14881,1,1,0,Unknown,0,0,0,2
7784765,Shelters & RV,Performance & Non-auto,Pacific,Reseller,35,Loss,2,19,19,1550,1,1,0,Unknown,1,0,0,1
7784768,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,53,Loss,1,0,0,201519,1,1,0,Unknown,0,0,0,5
7784772,Exterior Accessories,Car Accessories,Midwest,Reseller,16,Loss,5,37,37,80000,1,1,0,Unknown,0.796748,0,0.203252,4
7784824,Exterior Accessories,Car Accessories,Midwest,Reseller,49,Won,2,4,4,68212,1,1,0,Unknown,0,1,0,4
7784838,Shelters & RV,Performance & Non-auto,Midwest,Reseller,38,Loss,3,15,15,35000,1,1,0,Unknown,0.309211,0.690789,0,3
7784882,Garage & Car Care,Car Accessories,Pacific,Reseller,33,Won,2,21,21,13951,1,1,0,Unknown,0,1,0,2
7784883,Shelters & RV,Performance & Non-auto,Midwest,Reseller,30,Loss,2,24,24,50000,1,1,0,Unknown,0,1,0,4
7784891,Batteries & Accessories,Car Accessories,Pacific,Reseller,16,Loss,3,37,37,38753,1,1,0,Unknown,0,1,0,3
7784904,Exterior Accessories,Car Accessories,Northwest,Reseller,35,Loss,4,19,19,13157,1,1,0,Unknown,0,0.005319,0.994681,2
7784907,Exterior Accessories,Car Accessories,Midwest,Reseller,35,Loss,5,13,0,5700,1,1,0,Unknown,0,0.007752,0,1
7784909,Garage & Car Care,Car Accessories,Pacific,Reseller,16,Loss,3,37,37,4650,1,1,0,Unknown,0,1,0,1
7784921,Garage & Car Care,Car Accessories,Midwest,Reseller,27,Loss,5,24,24,70000,1,1,0,Unknown,0.061728,0.131687,0.806584,4
7784963,Garage & Car Care,Car Accessories,Midwest,Reseller,38,Loss,2,15,15,4900,1,1,0,Unknown,0,1,0,1
7784964,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,16,Loss,3,37,37,124011,1,1,0,Unknown,0,1,0,5
7784975,Shelters & RV,Performance & Non-auto,Midwest,Reseller,45,Loss,2,9,9,24539,1,1,0,Unknown,1,0,0,2
7784979,Garage & Car Care,Car Accessories,Midwest,Reseller,37,Loss,2,16,16,5000,1,1,0,Unknown,0,1,0,1
7784986,Garage & Car Care,Car Accessories,Midwest,Reseller,39,Loss,2,15,15,8540,1,1,0,Unknown,0,1,0,1
7785000,Garage & Car Care,Car Accessories,Midwest,Reseller,34,Loss,2,19,19,6950,1,1,0,Unknown,0,1,0,1
7785002,Garage & Car Care,Car Accessories,Midwest,Reseller,41,Loss,2,12,12,11200,1,1,0,Unknown,0,1,0,2
7785007,Garage & Car Care,Car Accessories,Midwest,Reseller,39,Loss,2,15,15,10200,1,1,0,Unknown,0,1,0,2
7785008,Garage & Car Care,Car Accessories,Midwest,Reseller,44,Loss,2,10,10,3500,1,1,0,Unknown,0,1,0,1
7785071,Replacement Parts,Car Accessories,Northwest,Fields Sales,11,Loss,6,42,42,60000,1,1,0,Unknown,0.472684,0.52019,0.007126,4
7785154,Replacement Parts,Car Accessories,Northwest,Fields Sales,48,Won,3,4,4,110000,1,1,0,Known,0,0,1,5
7785204,Interior Accessories,Car Accessories,Northwest,Fields Sales,53,Won,3,1,0,10027,1,1,0,None,0,0,0.166667,2
7785276,Performance Parts,Performance & Non-auto,Northwest,Fields Sales,40,Loss,2,13,13,150000,1,1,0,Unknown,1,0,0,5
7785280,Exterior Accessories,Car Accessories,Midwest,Fields Sales,53,Loss,2,0,0,8000,1,1,0,Unknown,0,1,0,1
7785302,Exterior Accessories,Car Accessories,Midwest,Fields Sales,53,Loss,2,0,0,16000,1,1,0,Unknown,0,1,0,2
7785310,Replacement Parts,Car Accessories,Midwest,Reseller,50,Won,2,4,4,4000,1,1,0,Unknown,0,1,0,1
7785314,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,47,Loss,2,7,7,130000,1,1,0,Unknown,1,0,0,5
7785321,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,16,Loss,3,37,37,101000,1,1,0,Unknown,0.420054,0.579946,0,5
7785338,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,30,Won,5,3,1,35921,1,1,0,Unknown,0,0.411765,0,3
7785350,Motorcycle Parts,Performance & Non-auto,Northwest,Fields Sales,52,Won,3,1,0,15000,1,1,0,None,0.071429,0,0,2
7785353,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,16,Loss,2,37,37,10000,1,1,0,None,0,1,0,2
7785354,Exterior Accessories,Car Accessories,Midwest,Fields Sales,40,Loss,5,12,12,101000,1,1,0,Unknown,0.056452,0.5,0.443548,5
7785364,Exterior Accessories,Car Accessories,Midwest,Fields Sales,49,Loss,3,4,4,50000,1,1,0,Unknown,0.658537,0.341463,0,4
7785367,Interior Accessories,Car Accessories,Northwest,Reseller,43,Loss,6,8,8,100000,1,1,0,Unknown,0,0.526316,0.473684,5
7785380,Replacement Parts,Car Accessories,Northwest,Fields Sales,44,Loss,3,9,9,400000,1,1,0,Known,0.456522,0.543478,0,6
7785396,Exterior Accessories,Car Accessories,Midwest,Reseller,23,Loss,3,30,30,50000,1,1,0,Unknown,0,1,0,4
7785398,Replacement Parts,Car Accessories,Midwest,Reseller,47,Loss,2,6,6,2000,1,1,0,Unknown,0,0,1,1
7785476,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,30,Loss,2,24,24,105000,1,1,0,Unknown,1,0,0,5
7785477,Exterior Accessories,Car Accessories,Midwest,Fields Sales,46,Loss,2,8,8,100000,1,1,0,Known,0,1,0,5
7785489,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,12,Loss,5,34,34,120000,1,1,0,Unknown,0.136628,0.863372,0,5
7785526,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,40,Loss,4,14,14,100001,1,1,0,Unknown,0.413043,0.586957,0,5
7785531,Interior Accessories,Car Accessories,Pacific,Fields Sales,35,Loss,2,19,19,155013,1,1,0,None,1,0,0,5
7785537,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,39,Loss,2,15,15,1,1,1,0,Unknown,1,0,0,1
7785546,Garage & Car Care,Car Accessories,Pacific,Telesales,40,Won,4,6,6,3000,1,1,0,None,0,0.982759,0,1
7785547,Garage & Car Care,Car Accessories,Pacific,Telesales,53,Loss,2,0,0,10000,1,1,0,Unknown,0,1,0,2
7785614,Exterior Accessories,Car Accessories,Pacific,Fields Sales,49,Loss,2,4,4,300000,1,1,0,None,1,0,0,6
7785616,Shelters & RV,Performance & Non-auto,Pacific,Other,51,Loss,2,3,3,500000,1,1,0,Unknown,0,1,0,7
7787578,Exterior Accessories,Car Accessories,Midwest,Reseller,53,Won,1,0,0,30200,1,1,0,Unknown,0,0,0,3
7787598,Batteries & Accessories,Car Accessories,Midwest,Reseller,53,Won,1,0,0,204960,1,1,4,Unknown,0,0,0,5
7787612,Batteries & Accessories,Car Accessories,Pacific,Reseller,16,Loss,3,37,37,108510,1,1,0,Unknown,0,1,0,5
7787633,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,39,Loss,2,14,14,155014,1,1,0,Unknown,0,1,0,5
7787656,Exterior Accessories,Car Accessories,Northwest,Reseller,47,Won,7,5,1,26000,1,1,2,Unknown,0.122449,0.081633,0,3
7787671,Shelters & RV,Performance & Non-auto,Midwest,Reseller,45,Loss,2,9,9,25766,1,1,0,Unknown,1,0,0,3
7787678,Shelters & RV,Performance & Non-auto,Midwest,Reseller,45,Loss,2,9,9,27607,1,1,0,Unknown,1,0,0,3
7787695,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,4,37,37,100000,1,1,0,Unknown,0.491848,0,0.508152,5
7787700,Garage & Car Care,Car Accessories,Northwest,Reseller,26,Loss,3,28,28,18433,1,1,0,Unknown,0,0.01083,0.98917,2
7787701,Shelters & RV,Performance & Non-auto,Midwest,Reseller,45,Loss,2,9,9,24539,1,1,0,Unknown,1,0,0,2
7787708,Garage & Car Care,Car Accessories,Northwest,Reseller,35,Loss,4,19,19,28734,1,1,0,Unknown,0,0.016043,0.983957,3
7787712,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,37,37,50000,1,1,0,Unknown,1,0,0,4
7787722,Shelters & RV,Performance & Non-auto,Midwest,Reseller,45,Loss,2,9,9,24539,1,1,0,Unknown,1,0,0,2
7787725,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,37,37,150000,1,1,0,Unknown,1,0,0,5
7787738,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,37,37,50000,1,1,0,Unknown,1,0,0,4
7787739,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,37,37,50000,1,1,0,Unknown,1,0,0,4
7787747,Garage & Car Care,Car Accessories,Midwest,Reseller,15,Loss,3,28,28,19000,1,1,0,Unknown,1,0,0,2
7787761,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,37,37,50000,1,1,0,Unknown,1,0,0,4
7787768,Exterior Accessories,Car Accessories,Northwest,Reseller,16,Loss,3,37,37,69767,1,1,0,Unknown,1,0,0,4
7787775,Towing & Hitches,Car Accessories,Pacific,Reseller,35,Loss,3,19,19,46504,1,1,0,Unknown,1,0,0,3
7787776,Towing & Hitches,Car Accessories,Pacific,Reseller,35,Loss,4,17,17,46504,1,1,0,Unknown,1,0,0,3
7787781,Towing & Hitches,Car Accessories,Pacific,Reseller,35,Loss,3,19,19,46504,1,1,0,Unknown,1,0,0,3
7787782,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,44,Loss,2,9,9,15000,1,1,0,Unknown,0,1,0,2
7787802,Towing & Hitches,Car Accessories,Pacific,Reseller,31,Loss,2,22,22,77507,1,1,0,Unknown,1,0,0,4
7787809,Towing & Hitches,Car Accessories,Pacific,Reseller,31,Loss,3,11,11,46504,1,1,0,Unknown,1,0,0,3
7787839,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,37,37,100000,1,1,0,Unknown,1,0,0,5
7787859,Exterior Accessories,Car Accessories,Northwest,Reseller,28,Loss,2,26,26,13157,1,1,0,Unknown,0,1,0,2
7787871,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,16,Loss,5,32,32,77507,1,1,0,Unknown,0,1,0,4
7788044,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,44,Loss,2,9,9,46504,1,1,0,Unknown,0,1,0,3
7788085,Garage & Car Care,Car Accessories,Midwest,Reseller,48,Won,2,5,5,3500,1,1,2,Known,0,0,1,1
7788113,Towing & Hitches,Car Accessories,Midwest,Fields Sales,50,Loss,4,3,3,50000,1,1,0,Known,0.69697,0.30303,0,4
7788116,Garage & Car Care,Car Accessories,Midwest,Reseller,51,Won,2,2,2,36000,1,1,0,None,0,1,0,3
7788145,Replacement Parts,Car Accessories,Midwest,Fields Sales,49,Loss,3,5,5,30000,1,1,0,Known,0.06383,0.93617,0,3
7788213,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,24,Loss,2,29,29,104000,1,1,0,Unknown,0,1,0,5
7788233,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,51,Loss,2,2,2,0,1,1,0,Unknown,0,0,1,1
7788268,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,48,Loss,2,0,0,20000,1,1,0,Unknown,0,0,0,2
7788301,Interior Accessories,Car Accessories,Midwest,Fields Sales,7,Loss,4,46,46,100000,1,1,0,None,0.087146,0.407407,0.505447,5
7788328,Exterior Accessories,Car Accessories,Midwest,Fields Sales,13,Loss,3,40,40,110000,1,1,0,Known,0.062657,0.937343,0,5
7788340,Replacement Parts,Car Accessories,Midwest,Fields Sales,11,Loss,2,42,42,10000,1,1,0,Unknown,0,1,0,2
7788359,Garage & Car Care,Car Accessories,Northwest,Fields Sales,51,Won,2,3,3,2000,1,1,0,Known,0,0,1,1
7788362,Exterior Accessories,Car Accessories,Midwest,Fields Sales,53,Loss,1,0,0,200000,1,1,0,Unknown,0,0,0,5
7788367,Interior Accessories,Car Accessories,Midwest,Telesales,32,Loss,5,20,20,120000,1,1,4,Unknown,0.127551,0.459184,0.413265,5
7788377,Exterior Accessories,Car Accessories,Midwest,Fields Sales,21,Loss,6,32,21,37422,1,1,3,Known,0,0.180124,0.462733,3
7788385,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,16,Loss,3,37,37,15000,1,1,0,Unknown,0.342391,0.657609,0,2
7788402,Exterior Accessories,Car Accessories,Midwest,Fields Sales,33,Loss,4,20,20,20000,1,1,0,Unknown,0,0.823529,0.176471,2
7788424,Replacement Parts,Car Accessories,Pacific,Fields Sales,28,Loss,2,26,26,110000,1,1,0,Unknown,1,0,0,5
7788474,Exterior Accessories,Car Accessories,Pacific,Fields Sales,35,Loss,3,18,18,25000,1,1,0,None,0.027933,0,0.972067,3
7788475,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,35,Loss,4,14,14,750000,1,1,0,Unknown,0,1,0,7
7788485,Garage & Car Care,Car Accessories,Pacific,Other,32,Loss,2,21,21,20000,1,1,1,None,1,0,0,2
7788487,Towing & Hitches,Car Accessories,Pacific,Reseller,23,Won,7,30,30,56347,1,1,0,None,0.134868,0.8125,0.052632,4
7788494,Replacement Parts,Car Accessories,Pacific,Reseller,16,Loss,5,37,37,20151,1,1,0,None,0.016304,0.983696,0,2
7788498,Exterior Accessories,Car Accessories,Pacific,Fields Sales,47,Won,3,6,6,200000,1,1,0,None,0,0.433333,0.566667,5
7788505,Garage & Car Care,Car Accessories,Pacific,Reseller,37,Won,4,17,16,13021,1,1,1,None,0.066265,0,0.885542,2
7788509,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,35,Loss,2,18,18,200000,1,1,0,Known,0,1,0,5
7788514,Batteries & Accessories,Car Accessories,Pacific,Telesales,45,Won,4,5,4,28000,1,1,0,None,0,0,0.666667,3
7788516,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,33,Loss,5,20,10,115000,1,1,0,Known,0,0.059701,0.452736,5
7788556,Replacement Parts,Car Accessories,Midwest,Fields Sales,27,Won,2,26,26,332000,1,1,4,Unknown,0,1,0,6
7788570,Replacement Parts,Car Accessories,Northwest,Fields Sales,52,Loss,3,2,2,50000,1,1,0,Known,0.705882,0.294118,0,4
7788590,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,16,Loss,3,37,37,160000,1,1,0,Known,0.247283,0.752717,0,5
7788600,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,37,Loss,3,16,16,116261,1,1,0,Unknown,0.484277,0.515723,0,5
7788606,Replacement Parts,Car Accessories,Pacific,Fields Sales,27,Loss,2,26,26,232522,1,1,0,Unknown,1,0,0,5
7788615,Replacement Parts,Car Accessories,Pacific,Fields Sales,12,Loss,3,42,42,120010,1,1,0,Unknown,0,0.630695,0.369305,5
7788621,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,39,Loss,3,14,14,180000,1,1,2,Unknown,0.35,0.65,0,5
7788623,Shelters & RV,Performance & Non-auto,Pacific,Telesales,30,Won,4,7,7,119000,1,1,4,Unknown,0,0.376812,0.623188,5
7788624,Interior Accessories,Car Accessories,Pacific,Other,53,Won,2,0,0,47744,1,1,0,Unknown,0,0,1,3
7788630,Exterior Accessories,Car Accessories,Pacific,Fields Sales,32,Loss,3,22,22,308479,1,1,0,Unknown,0.217593,0.782407,0,6
7788632,Interior Accessories,Car Accessories,Pacific,Fields Sales,49,Won,2,5,5,38753,1,1,4,Unknown,0,0,1,3
7788649,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,35,Won,2,18,18,0,1,1,0,None,0,1,0,1
7788656,Garage & Car Care,Car Accessories,Pacific,Reseller,41,Loss,2,12,12,3000,1,1,0,None,0,0,1,1
7788668,Interior Accessories,Car Accessories,Pacific,Fields Sales,28,Loss,3,25,25,29762,1,1,0,None,0.390438,0,0.609562,3
7788683,Batteries & Accessories,Car Accessories,Pacific,Other,48,Loss,2,5,5,100000,1,1,0,Unknown,0,1,0,5
7788693,Exterior Accessories,Car Accessories,Pacific,Fields Sales,42,Loss,4,12,12,163695,1,1,0,None,0.234783,0.46087,0.304348,5
7788699,Motorcycle Parts,Performance & Non-auto,Pacific,Other,27,Loss,2,26,26,50004,1,1,0,None,0,1,0,4
7788704,Exterior Accessories,Car Accessories,Pacific,Fields Sales,37,Loss,3,16,16,15501,1,1,0,None,0.358491,0.641509,0,2
7788729,Garage & Car Care,Car Accessories,Pacific,Fields Sales,0,Loss,11,46,46,62005,1,1,0,None,0,0.980519,0.019481,4
7790947,Performance Parts,Performance & Non-auto,Midwest,Reseller,53,Won,1,0,0,10000,1,1,0,Unknown,0,0,0,2
7790950,Batteries & Accessories,Car Accessories,Midwest,Reseller,47,Won,2,6,6,18592,1,1,0,Unknown,0,1,0,2
7790952,Shelters & RV,Performance & Non-auto,Midwest,Reseller,53,Loss,1,0,0,5000,1,1,0,Unknown,0,0,0,1
7790954,Performance Parts,Performance & Non-auto,Midwest,Reseller,45,Loss,2,8,8,20000,1,1,0,Unknown,1,0,0,2
7790960,Shelters & RV,Performance & Non-auto,Midwest,Reseller,53,Won,1,0,0,911900,1,1,0,Unknown,0,0,0,7
7790996,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,26,Loss,2,27,27,46511,1,1,0,Unknown,0,1,0,3
7791088,Shelters & RV,Performance & Non-auto,Northwest,Reseller,18,Loss,5,25,25,120000,1,1,0,Known,0.035573,0.964427,0,5
7791096,Exterior Accessories,Car Accessories,Midwest,Reseller,53,Loss,1,0,0,11454,1,1,0,Unknown,0,0,0,2
7791103,Exterior Accessories,Car Accessories,Midwest,Reseller,24,Loss,4,29,29,30000,1,1,0,Unknown,0,0.151724,0.848276,3
7791118,Tires & Wheels,Tires & Wheels,Midwest,Reseller,38,Loss,3,15,15,0,1,1,0,Unknown,0,0.292517,0.707483,1
7791145,Garage & Car Care,Car Accessories,Midwest,Reseller,37,Won,4,2,2,24232,1,1,3,Unknown,0,0.066667,0.933333,2
7791159,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,25,Loss,3,28,28,11000,1,1,0,Unknown,0,0.678571,0.321429,2
7791184,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,48,Loss,3,5,5,15501,1,1,0,Unknown,0,0.022222,0.977778,2
7791196,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,37,37,50000,1,1,0,Unknown,1,0,0,4
7791200,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,51,Loss,3,2,0,42168,1,1,0,Unknown,0,0.055556,0,3
7791211,Towing & Hitches,Car Accessories,Midwest,Reseller,16,Loss,3,37,37,50000,1,1,0,Unknown,1,0,0,4
7791278,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,27,Loss,2,26,26,20000,1,1,0,Unknown,1,0,0,2
7791300,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,38,Loss,2,15,15,20000,1,1,0,Unknown,1,0,0,2
7791305,Garage & Car Care,Car Accessories,Midwest,Reseller,16,Won,4,25,25,25000,1,1,0,Unknown,0.574803,0.425197,0,3
7791339,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,27,Loss,2,26,26,50000,1,1,0,Unknown,0,1,0,4
7791355,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,37,Won,6,16,15,850000,1,1,3,Unknown,0,0.455128,0.49359,7
7791357,Replacement Parts,Car Accessories,Midwest,Reseller,46,Loss,4,7,7,67000,1,1,0,Unknown,0,0.162162,0.837838,4
7791381,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,44,Loss,2,9,9,50000,1,1,0,None,0,1,0,4
7791389,Interior Accessories,Car Accessories,Pacific,Fields Sales,40,Loss,2,14,14,148814,1,1,0,Unknown,1,0,0,5
7791404,Exterior Accessories,Car Accessories,Pacific,Fields Sales,22,Loss,3,31,31,1000000,1,1,0,Unknown,0.967427,0.032573,0,7
7791416,Performance Parts,Performance & Non-auto,Pacific,Fields Sales,47,Loss,2,6,6,170516,1,1,0,Unknown,0,1,0,5
7791499,Replacement Parts,Car Accessories,Midwest,Fields Sales,38,Loss,3,15,15,150000,1,1,0,Known,0.959184,0.040816,0,5
7791522,Replacement Parts,Car Accessories,Midwest,Fields Sales,29,Loss,3,24,24,200000,1,1,0,Known,0.580247,0.419753,0,5
7791530,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,31,Loss,2,22,22,69000,1,1,0,Unknown,1,0,0,4
7791550,Exterior Accessories,Car Accessories,Northwest,Fields Sales,37,Loss,4,16,16,0,1,1,0,Known,0.575949,0.329114,0.094937,1
7791577,Exterior Accessories,Car Accessories,Midwest,Fields Sales,7,Loss,3,46,46,30000,1,1,0,Unknown,0.662281,0.337719,0,3
7791629,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,47,Loss,2,6,6,100000,1,1,0,Unknown,1,0,0,5
7791658,Batteries & Accessories,Car Accessories,Midwest,Telecoverage,36,Loss,2,17,17,0,1,1,0,Unknown,1,0,0,1
7791673,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,51,Won,2,2,2,88421,1,1,1,Unknown,0,1,0,4
7791698,Interior Accessories,Car Accessories,Midwest,Fields Sales,48,Loss,2,5,5,50000,1,1,0,Known,1,0,0,4
7791712,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,46,Won,3,7,7,160000,1,1,2,Unknown,0,0.788732,0.211268,5
7791727,Exterior Accessories,Car Accessories,Midwest,Reseller,44,Won,3,7,7,12850,1,1,1,Unknown,0,0,1,2
7791739,Exterior Accessories,Car Accessories,Midwest,Fields Sales,44,Loss,3,9,9,125000,1,1,4,Unknown,0.022727,0.977273,0,5
7791748,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,45,Loss,4,8,8,400000,1,1,0,Unknown,0.233766,0.766234,0,6
7791753,Replacement Parts,Car Accessories,Midwest,Fields Sales,47,Won,3,6,6,13000,1,1,3,None,0,0.483333,0.516667,2
7791824,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,30,Won,3,23,23,11737,1,1,0,Unknown,0,0.951542,0.048458,2
7791849,Exterior Accessories,Car Accessories,Northwest,Fields Sales,25,Loss,3,28,28,268071,1,1,0,Known,0.057762,0.942238,0,6
7791895,Replacement Parts,Car Accessories,Midwest,Fields Sales,0,Won,5,53,49,50000,1,1,3,None,0,0.815589,0.110266,4
7791967,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,32,Loss,4,21,21,200000,1,1,4,Known,0.102439,0.004878,0.892683,5
7791976,Garage & Car Care,Car Accessories,Northwest,Reseller,21,Won,3,32,32,14000,1,1,0,None,0.953704,0,0.046296,2
7792042,Exterior Accessories,Car Accessories,Northwest,Fields Sales,29,Loss,4,23,23,70000,1,1,0,Known,0.061947,0.938053,0,4
